,Crime_ID,Date,Crime_Type,Victim_ID,Suspect_ID,Status,Lead_Officer_ID,Region,City,Case_ID
22037,CR22037,29/06/2016,tax-fraud schemes,P00996682,Sac0001587,Solved,PGA115856288,Puglia,Taranto,N/A
22038,CR22038,02/10/2004,prostitution,P00475642,Ndr0003825,On-going,CLA12650783,Calabria,Rende,N/A
22039,CR22039,03/03/2006,infiltration of legitimate businesses,P00629763,Sac0000910,Solved,PGA307910953,Puglia,Lecce,N/A
22040,CR22040,26/06/2002,prostitution,P00174190,Cam0005055,On-going,CPA646208828,Campania,Salerno,N/A
22041,CR22041,18/07/2007,labor racketeering,P00871468,Cam0004747,On-going,CPA275861013,Campania,Naples,CA161
22042,CR22042,06/05/2009,murder,P00633155,Cos0003799,Solved,SCY381216743,Sicily,Trapani,N/A
22043,CR22043,25/09/2012,corruption of public officials,P00232210,Ndr0003053,Solved,CLA641791246,Calabria,Vibo Valentia,N/A
22044,CR22044,06/02/2010,murder,P00544977,Cos0003158,On-going,SCY518282063,Sicily,Gela,N/A
22045,CR22045,09/04/2006,infiltration of legitimate businesses,P00947427,Sac0001036,Solved,PGA834922092,Puglia,Foggia,CA674
22046,CR22046,16/09/2014,gambling,P00485907,Ndr0002796,Solved,CLA215007183,Calabria,Vibo Valentia,CA351
22047,CR22047,30/07/2019,tax-fraud schemes,P00098760,Cam0000280,Solved,CPA782810300,Campania,Naples,N/A
22048,CR22048,04/07/2003,gambling,P00466928,Ndr0003345,Solved,CLA896495514,Calabria,Montalto Uffugo,N/A
22049,CR22049,05/09/2006,prostitution,P00951871,Cam0004029,On-going,CPA452536252,Campania,Benevento,N/A
22050,CR22050,08/06/2020,gambling,P00329660,Sac0001544,On-going,PGA152439273,Puglia,Foggia,N/A
22051,CR22051,14/01/2014,infiltration of legitimate businesses,P00635892,Ndr0002695,On-going,CLA474104276,Calabria,Montalto Uffugo,N/A
22052,CR22052,27/09/2011,extortion,P00824533,Cam0004117,On-going,CPA367705688,Campania,Salerno,N/A
22053,CR22053,09/03/2003,prostitution,P00605350,Ndr0003836,On-going,CLA602078806,Calabria,Castrovillari,CA1637
22054,CR22054,12/08/2006,infiltration of legitimate businesses,P00381853,Cos0002173,Solved,SCY754984313,Sicily,Messina,CA825
22055,CR22055,03/02/2021,tax-fraud schemes,P00009098,Ndr0003417,On-going,CLA762047194,Calabria,Castrovillari,N/A
22056,CR22056,05/08/2021,extortion,P00130627,Cam0000811,On-going,CPA583741485,Campania,Salerno,CA1978
22057,CR22057,08/07/2013,gambling,P00347110,Cos0003888,Solved,SCY906063107,Sicily,Syracuse,CA884
22058,CR22058,15/03/2017,extortion,P00447158,Cam0002645,On-going,CPA148180999,Campania,Naples,N/A
22059,CR22059,29/05/2013,infiltration of legitimate businesses,P00297650,Cam0004059,Solved,CPA666322973,Campania,Benevento,N/A
22060,CR22060,30/04/2007,infiltration of legitimate businesses,P00185436,Cos0004501,On-going,SCY979170249,Sicily,Marsala,N/A
22061,CR22061,05/07/2017,tax-fraud schemes,P00347438,Ndr0002512,On-going,CLA537892717,Calabria,Vibo Valentia,N/A
22062,CR22062,18/05/2020,extortion,P00190045,Cam0004588,On-going,CPA43791171,Campania,Salerno,N/A
22063,CR22063,06/08/2014,labor racketeering,P00609012,Cam0005614,Solved,CPA569200023,Campania,Avellino,N/A
22064,CR22064,26/12/2020,labor racketeering,P00923713,Cam0000421,On-going,CPA784808244,Campania,Caserta,N/A
22065,CR22065,21/09/2007,labor racketeering,P00375742,Cam0001688,Solved,CPA594362392,Campania,Caserta,N/A
22066,CR22066,06/04/2020,extortion,P00232379,Ndr0001723,Solved,CLA971900560,Calabria,Reggio Calabria,N/A
22067,CR22067,16/10/2005,labor racketeering,P00097843,Cam0005443,Solved,CPA459250154,Campania,Benevento,N/A
22068,CR22068,28/09/2017,extortion,P00281673,Cam0004767,On-going,CPA928953967,Campania,Benevento,N/A
22069,CR22069,27/06/2013,drug trafficking,P00174916,Cam0004952,Solved,CPA121166376,Campania,Caserta,N/A
22070,CR22070,16/04/2017,gambling,P00967734,Cam0005260,Solved,CPA491782131,Campania,Benevento,N/A
22071,CR22071,10/07/2014,loan sharking,P00668159,Cos0000686,Solved,SCY315375429,Sicily,Ragusa,CA177
22072,CR22072,16/10/2008,corruption of public officials,P00403163,Sac0000180,On-going,PGA406338503,Puglia,Bari,N/A
22073,CR22073,22/08/2003,tax-fraud schemes,P00027856,Sac0000557,Solved,PGA951265652,Puglia,Foggia,N/A
22074,CR22074,17/08/2007,labor racketeering,P00275761,Cos0000424,Solved,SCY239954145,Sicily,Marsala,CA415
22075,CR22075,25/01/2021,loan sharking,P00714295,Cos0001309,Solved,SCY635856411,Sicily,Trapani,N/A
22076,CR22076,26/09/2019,extortion,P00220293,Ndr0002723,Solved,CLA890447457,Calabria,Crotone,N/A
22077,CR22077,06/06/2013,drug trafficking,P00724559,Cos0003800,On-going,SCY354083010,Sicily,Caltanissetta,CA872
22078,CR22078,03/11/2002,gambling,P00459220,Sac0001292,Solved,PGA197823761,Puglia,Lecce,CA1688
22079,CR22079,15/04/2015,murder,P00937007,Ndr0004907,Solved,CLA539585125,Calabria,Cosenza,N/A
22080,CR22080,05/01/2013,gambling,P00333013,Cos0000992,Solved,SCY399913095,Sicily,Marsala,CA602
22081,CR22081,03/08/2000,drug trafficking,P00535969,Cos0000734,Solved,SCY946781327,Sicily,Syracuse,N/A
22082,CR22082,18/08/2006,drug trafficking,P00102981,Cam0004023,Solved,CPA191632117,Campania,Avellino,N/A
22083,CR22083,03/04/2002,extortion,P00839518,Cam0005049,Solved,CPA45946283,Campania,Benevento,N/A
22084,CR22084,08/11/2008,corruption of public officials,P00896772,Sac0001593,Solved,PGA929508396,Puglia,Bari,CA1837
22085,CR22085,21/12/2017,extortion,P00798998,Cam0001699,Solved,CPA45391474,Campania,Salerno,N/A
22086,CR22086,22/02/2005,loan sharking,P00668898,Cos0000819,On-going,SCY445644499,Sicily,Gela,N/A
22087,CR22087,25/02/2013,infiltration of legitimate businesses,P00312387,Sac0001316,Solved,PGA259902480,Puglia,Andria,N/A
22088,CR22088,29/05/2014,tax-fraud schemes,P00273457,Cos0003601,Solved,SCY714550059,Sicily,Syracuse,N/A
22089,CR22089,18/01/2000,gambling,P00860179,Cos0002094,Solved,SCY150945141,Sicily,Catania,N/A
22090,CR22090,17/06/2021,gambling,P00465621,Ndr0003276,Solved,CLA888351490,Calabria,Rende,N/A
22091,CR22091,14/06/2004,loan sharking,P00664490,Cam0004741,On-going,CPA732987679,Campania,Avellino,N/A
22092,CR22092,16/10/2005,loan sharking,P00318749,Cos0000876,On-going,SCY31750130,Sicily,Marsala,CA989
22093,CR22093,25/09/2001,tax-fraud schemes,P00546638,Cos0003172,Solved,SCY295688671,Sicily,Caltanissetta,N/A
22094,CR22094,22/04/2012,drug trafficking,P00742268,Cos0003788,Solved,SCY357745519,Sicily,Caltanissetta,CA1062
22095,CR22095,14/04/2003,murder,P00134300,Sac0001465,On-going,PGA104979326,Puglia,Bari,N/A
22096,CR22096,09/10/2012,loan sharking,P00039430,Sac0001634,Solved,PGA924522315,Puglia,Bari,N/A
22097,CR22097,28/04/2003,infiltration of legitimate businesses,P00042532,Cos0001756,Solved,SCY693757116,Sicily,Caltanissetta,CA442
22098,CR22098,25/07/2004,prostitution,P00591045,Sac0001243,Solved,PGA154415721,Puglia,Taranto,N/A
22099,CR22099,27/10/2019,tax-fraud schemes,P00685851,Sac0001617,Solved,PGA530967852,Puglia,Andria,N/A
22100,CR22100,10/05/2021,loan sharking,P00415469,Sac0000853,On-going,PGA278582739,Puglia,Foggia,N/A
22101,CR22101,13/01/2007,extortion,P00787526,Ndr0002198,On-going,CLA363483582,Calabria,Acri,CA1141
22102,CR22102,04/07/2010,extortion,P00817386,Sac0000697,On-going,PGA607041220,Puglia,Lecce,CA993
22103,CR22103,14/10/2013,labor racketeering,P00801974,Cos0003753,On-going,SCY228770246,Sicily,Palermo,N/A
22104,CR22104,16/01/2004,extortion,P00026534,Cam0001061,Solved,CPA78640348,Campania,Caserta,N/A
22105,CR22105,20/08/2006,prostitution,P00067593,Cam0002046,On-going,CPA914302746,Campania,Salerno,CA1638
22106,CR22106,19/09/2007,extortion,P00644592,Ndr0004077,On-going,CLA939927323,Calabria,Montalto Uffugo,N/A
22107,CR22107,01/08/2001,loan sharking,P00950225,Ndr0002627,On-going,CLA331251349,Calabria,Cosenza,N/A
22108,CR22108,01/03/2009,infiltration of legitimate businesses,P00692498,Cam0005680,On-going,CPA928349403,Campania,Caserta,N/A
22109,CR22109,01/11/2008,loan sharking,P00441571,Cos0001756,Solved,SCY37090926,Sicily,Caltanissetta,CA956
22110,CR22110,07/11/2003,labor racketeering,P00698493,Ndr0002557,On-going,CLA269822960,Calabria,Cosenza,CA1705
22111,CR22111,23/06/2003,prostitution,P00884570,Ndr0004888,Solved,CLA26203351,Calabria,Lamezia Terme,CA249
22112,CR22112,14/01/2021,drug trafficking,P00706368,Cos0003920,On-going,SCY680663221,Sicily,Palermo,N/A
22113,CR22113,15/01/2014,prostitution,P00146990,Ndr0001843,On-going,CLA205246131,Calabria,Cosenza,N/A
22114,CR22114,23/08/2012,corruption of public officials,P00844021,Cos0002006,On-going,SCY198166358,Sicily,Syracuse,N/A
22115,CR22115,02/02/2009,labor racketeering,P00866481,Cos0002635,Solved,SCY923836406,Sicily,Ragusa,N/A
22116,CR22116,03/11/2015,loan sharking,P00449988,Sac0001568,On-going,PGA395982783,Puglia,Andria,N/A
22117,CR22117,28/09/2004,gambling,P00920869,Ndr0001929,Solved,CLA965487507,Calabria,Reggio Calabria,CA1051
22118,CR22118,21/12/2015,extortion,P00972571,Ndr0002428,On-going,CLA201102350,Calabria,Cosenza,N/A
22119,CR22119,18/10/2010,prostitution,P00215494,Cos0003217,Solved,SCY364218125,Sicily,Messina,CA825
22120,CR22120,18/04/2008,corruption of public officials,P00221174,Cam0003281,On-going,CPA474449908,Campania,Naples,N/A
22121,CR22121,18/10/2020,corruption of public officials,P00096402,Ndr0004435,On-going,CLA794984673,Calabria,Vibo Valentia,CA1911
22122,CR22122,03/09/2002,loan sharking,P00837976,Ndr0003423,On-going,CLA355323274,Calabria,Rende,N/A
22123,CR22123,29/03/2006,loan sharking,P00382735,Cos0004362,Solved,SCY839134920,Sicily,Catania,N/A
22124,CR22124,05/10/2018,murder,P00886760,Cam0003506,Solved,CPA656719896,Campania,Avellino,N/A
22125,CR22125,16/05/2020,corruption of public officials,P00891569,Ndr0000478,On-going,CLA776767900,Calabria,Crotone,CA1057
22126,CR22126,27/08/2002,loan sharking,P00916681,Cam0001985,Solved,CPA492367159,Campania,Avellino,CA728
22127,CR22127,23/09/2021,infiltration of legitimate businesses,P00868348,Ndr0003350,On-going,CLA444414319,Calabria,Corigliano-Rossano,CA1649
22128,CR22128,09/05/2002,gambling,P00828893,Cos0001215,On-going,SCY961982509,Sicily,Caltanissetta,N/A
22129,CR22129,24/07/2017,tax-fraud schemes,P00957839,Ndr0004350,Solved,CLA803669879,Calabria,Crotone,N/A
22130,CR22130,12/11/2008,labor racketeering,P00700029,Ndr0001880,On-going,CLA136175290,Calabria,Reggio Calabria,N/A
22131,CR22131,20/03/2004,labor racketeering,P00784468,Cos0002776,On-going,SCY190444375,Sicily,Syracuse,CA203
22132,CR22132,05/09/2017,infiltration of legitimate businesses,P00979649,Ndr0003643,On-going,CLA531182278,Calabria,Acri,N/A
22133,CR22133,19/08/2008,infiltration of legitimate businesses,P00308371,Ndr0002811,Solved,CLA145637628,Calabria,Lamezia Terme,N/A
22134,CR22134,02/10/2009,loan sharking,P00857838,Sac0001693,Solved,PGA785993349,Puglia,Andria,N/A
22135,CR22135,02/01/2007,corruption of public officials,P00892836,Ndr0002402,Solved,CLA732333981,Calabria,Catanzaro,N/A
22136,CR22136,19/03/2020,labor racketeering,P00014700,Cam0004366,On-going,CPA165011997,Campania,Salerno,N/A
22137,CR22137,15/09/2006,prostitution,P00092809,Ndr0004093,On-going,CLA930546844,Calabria,Reggio Calabria,CA1116
22138,CR22138,10/05/2000,prostitution,P00542494,Sac0001709,On-going,PGA954810278,Puglia,Lecce,N/A
22139,CR22139,26/03/2014,drug trafficking,P00821405,Ndr0004519,Solved,CLA401284013,Calabria,Acri,CA1609
22140,CR22140,17/10/2007,prostitution,P00317900,Cos0001142,On-going,SCY983050619,Sicily,Vittoria,N/A
22141,CR22141,02/05/2002,murder,P00472518,Sac0001237,On-going,PGA884356245,Puglia,Taranto,N/A
22142,CR22142,24/01/2021,prostitution,P00360669,Ndr0002194,On-going,CLA753743777,Calabria,Corigliano-Rossano,CA1984
22143,CR22143,11/11/2015,extortion,P00674311,Cam0004941,Solved,CPA284828518,Campania,Caserta,N/A
22144,CR22144,30/11/2014,drug trafficking,P00535180,Cos0001388,Solved,SCY240291945,Sicily,Vittoria,N/A
22145,CR22145,17/03/2015,labor racketeering,P00741764,Cos0003070,Solved,SCY126692654,Sicily,Vittoria,CA1449
22146,CR22146,10/01/2018,infiltration of legitimate businesses,P00882258,Cos0002958,Solved,SCY986914238,Sicily,Catania,CA621
22147,CR22147,15/09/2013,corruption of public officials,P00046359,Cos0004094,Solved,SCY431230989,Sicily,Caltanissetta,N/A
22148,CR22148,09/08/2021,infiltration of legitimate businesses,P00086587,Cos0002863,Solved,SCY351270747,Sicily,Catania,N/A
22149,CR22149,19/05/2013,loan sharking,P00804299,Ndr0003205,Solved,CLA804727249,Calabria,Lamezia Terme,N/A
22150,CR22150,13/01/2007,infiltration of legitimate businesses,P00510718,Cam0004017,Solved,CPA755158569,Campania,Avellino,N/A
22151,CR22151,09/05/2008,gambling,P00463176,Cos0002684,On-going,SCY740289691,Sicily,Vittoria,CA1128
22152,CR22152,22/03/2008,infiltration of legitimate businesses,P00292195,Ndr0002933,Solved,CLA242761193,Calabria,Corigliano-Rossano,CA1316
22153,CR22153,17/01/2019,infiltration of legitimate businesses,P00373251,Ndr0002012,On-going,CLA252391532,Calabria,Acri,CA675
22154,CR22154,18/10/2015,extortion,P00669170,Cos0000344,Solved,SCY822866760,Sicily,Catania,CA1274
22155,CR22155,23/04/2021,murder,P00527350,Ndr0000844,Solved,CLA430882977,Calabria,Crotone,N/A
22156,CR22156,13/12/2015,loan sharking,P00513102,Sac0000890,On-going,PGA460564327,Puglia,Bari,N/A
22157,CR22157,19/10/2002,labor racketeering,P00756195,Cam0005690,Solved,CPA379983380,Campania,Caserta,N/A
22158,CR22158,07/06/2015,corruption of public officials,P00993115,Ndr0003300,Solved,CLA924039078,Calabria,Reggio Calabria,N/A
22159,CR22159,30/09/2004,labor racketeering,P00597692,Cam0002071,Solved,CPA613784531,Campania,Naples,N/A
22160,CR22160,10/03/2020,corruption of public officials,P00662796,Ndr0001087,Solved,CLA788145250,Calabria,Montalto Uffugo,N/A
22161,CR22161,13/11/2021,gambling,P00180394,Sac0001589,Solved,PGA260640607,Puglia,Taranto,N/A
22162,CR22162,09/11/2003,extortion,P00468631,Cam0002862,Solved,CPA407601335,Campania,Salerno,CA70
22163,CR22163,22/02/2007,tax-fraud schemes,P00041492,Cos0002769,On-going,SCY390589776,Sicily,Vittoria,N/A
22164,CR22164,21/10/2019,corruption of public officials,P00734237,Ndr0002931,Solved,CLA32266854,Calabria,Montalto Uffugo,N/A
22165,CR22165,03/03/2017,murder,P00150041,Ndr0003972,Solved,CLA518229293,Calabria,Rende,N/A
22166,CR22166,20/04/2010,infiltration of legitimate businesses,P00310802,Cam0004327,On-going,CPA237473696,Campania,Naples,N/A
22167,CR22167,28/11/2016,corruption of public officials,P00984521,Cos0003431,On-going,SCY132748260,Sicily,Ragusa,N/A
22168,CR22168,23/04/2001,loan sharking,P00761664,Ndr0004696,Solved,CLA454562495,Calabria,Acri,CA1157
22169,CR22169,14/05/2020,labor racketeering,P00498700,Cam0002369,Solved,CPA34570278,Campania,Caserta,N/A
22170,CR22170,09/07/2014,drug trafficking,P00494875,Cos0000237,Solved,SCY147312534,Sicily,Messina,N/A
22171,CR22171,23/01/2001,infiltration of legitimate businesses,P00271759,Sac0000607,On-going,PGA723044343,Puglia,Lecce,N/A
22172,CR22172,19/05/2010,labor racketeering,P00318857,Cos0002473,On-going,SCY846871643,Sicily,Catania,CA953
22173,CR22173,24/03/2011,murder,P00201090,Ndr0005087,Solved,CLA94471348,Calabria,Vibo Valentia,N/A
22174,CR22174,25/05/2021,gambling,P00232155,Ndr0005019,Solved,CLA666347141,Calabria,Corigliano-Rossano,N/A
22175,CR22175,05/07/2002,labor racketeering,P00040819,Cos0002500,On-going,SCY796948743,Sicily,Catania,N/A
22176,CR22176,14/09/2003,prostitution,P00302884,Cos0004423,Solved,SCY257800215,Sicily,Marsala,N/A
22177,CR22177,18/10/2019,prostitution,P00962256,Sac0001612,On-going,PGA905675899,Puglia,Foggia,N/A
22178,CR22178,27/04/2021,extortion,P00929655,Ndr0002611,On-going,CLA671716898,Calabria,Montalto Uffugo,N/A
22179,CR22179,10/12/2009,tax-fraud schemes,P00726311,Ndr0000812,Solved,CLA882336631,Calabria,Rende,CA1723
22180,CR22180,17/10/2011,extortion,P00364924,Cam0000478,On-going,CPA778546007,Campania,Avellino,N/A
22181,CR22181,19/03/2012,extortion,P00497058,Ndr0002557,Solved,CLA964329347,Calabria,Cosenza,CA1518
22182,CR22182,06/03/2007,murder,P00356851,Cos0002780,Solved,SCY348865982,Sicily,Ragusa,N/A
22183,CR22183,29/07/2003,infiltration of legitimate businesses,P00961751,Sac0000511,On-going,PGA974469577,Puglia,Taranto,N/A
22184,CR22184,25/10/2004,tax-fraud schemes,P00817298,Sac0000991,Solved,PGA563573965,Puglia,Lecce,CA102
22185,CR22185,07/04/2008,tax-fraud schemes,P00241642,Sac0000310,Solved,PGA356227317,Puglia,Bari,N/A
22186,CR22186,15/09/2020,drug trafficking,P00117253,Cos0004657,On-going,SCY279850645,Sicily,Caltanissetta,CA1397
22187,CR22187,04/12/2009,prostitution,P00332873,Cos0002156,Solved,SCY470579754,Sicily,Ragusa,N/A
22188,CR22188,10/10/2020,prostitution,P00990718,Sac0000408,Solved,PGA217478968,Puglia,Taranto,N/A
22189,CR22189,24/07/2007,drug trafficking,P00264238,Ndr0002202,On-going,CLA976581646,Calabria,Lamezia Terme,CA848
22190,CR22190,02/04/2015,gambling,P00243974,Cos0001570,On-going,SCY737995624,Sicily,Palermo,CA236
22191,CR22191,17/02/2000,prostitution,P00538631,Ndr0001050,On-going,CLA475106713,Calabria,Castrovillari,N/A
22192,CR22192,20/10/2020,infiltration of legitimate businesses,P00317697,Cos0001768,On-going,SCY650290948,Sicily,Ragusa,N/A
22193,CR22193,19/01/2018,loan sharking,P00931480,Cam0004640,On-going,CPA804184281,Campania,Naples,N/A
22194,CR22194,29/11/2018,drug trafficking,P00523409,Sac0000572,On-going,PGA88343603,Puglia,Bari,N/A
22195,CR22195,25/10/2000,corruption of public officials,P00514313,Cos0004442,On-going,SCY897910603,Sicily,Messina,N/A
22196,CR22196,02/12/2010,gambling,P00196996,Sac0001125,On-going,PGA612812037,Puglia,Andria,N/A
22197,CR22197,06/05/2008,loan sharking,P00035204,Sac0000129,On-going,PGA463900870,Puglia,Bari,N/A
22198,CR22198,04/07/2014,gambling,P00726900,Ndr0003258,Solved,CLA133310347,Calabria,Castrovillari,N/A
22199,CR22199,11/09/2014,gambling,P00504571,Cos0002710,Solved,SCY244196657,Sicily,Vittoria,N/A
22200,CR22200,11/03/2006,corruption of public officials,P00635118,Ndr0002441,On-going,CLA919202544,Calabria,Montalto Uffugo,N/A
22201,CR22201,15/05/2020,gambling,P00220757,Cam0000332,On-going,CPA736946862,Campania,Caserta,N/A
22202,CR22202,08/12/2005,murder,P00673138,Cam0004144,Solved,CPA459616269,Campania,Caserta,N/A
22203,CR22203,16/05/2012,corruption of public officials,P00829823,Ndr0001670,Solved,CLA424544401,Calabria,Reggio Calabria,CA704
22204,CR22204,09/01/2002,gambling,P00918919,Sac0000289,Solved,PGA34114180,Puglia,Lecce,CA1861
22205,CR22205,13/12/2020,prostitution,P00553987,Sac0000931,On-going,PGA188165790,Puglia,Andria,N/A
22206,CR22206,15/11/2002,labor racketeering,P00758773,Cos0004005,Solved,SCY356168225,Sicily,Vittoria,CA1380
22207,CR22207,02/07/2010,loan sharking,P00582949,Sac0001056,On-going,PGA960849372,Puglia,Andria,N/A
22208,CR22208,15/09/2016,extortion,P00376662,Cam0005048,Solved,CPA103914987,Campania,Avellino,N/A
22209,CR22209,02/11/2012,infiltration of legitimate businesses,P00185276,Cos0004324,Solved,SCY721031235,Sicily,Marsala,N/A
22210,CR22210,18/09/2005,infiltration of legitimate businesses,P00375214,Ndr0001722,On-going,CLA441672281,Calabria,Lamezia Terme,N/A
22211,CR22211,27/08/2014,labor racketeering,P00763582,Cam0002205,Solved,CPA732076967,Campania,Caserta,N/A
22212,CR22212,15/04/2014,infiltration of legitimate businesses,P00376285,Cam0005680,On-going,CPA232427448,Campania,Caserta,CA1153
22213,CR22213,13/11/2021,gambling,P00508240,Ndr0002734,Solved,CLA433958162,Calabria,Crotone,N/A
22214,CR22214,14/11/2002,infiltration of legitimate businesses,P00975098,Cam0003797,On-going,CPA542203331,Campania,Benevento,N/A
22215,CR22215,19/01/2021,prostitution,P00648729,Sac0000325,On-going,PGA327528960,Puglia,Taranto,N/A
22216,CR22216,15/08/2011,drug trafficking,P00335935,Ndr0004819,On-going,CLA731840000,Calabria,Montalto Uffugo,N/A
22217,CR22217,30/08/2013,gambling,P00039618,Sac0001179,On-going,PGA527144695,Puglia,Taranto,CA1233
22218,CR22218,15/05/2014,loan sharking,P00331856,Cos0000703,Solved,SCY154582811,Sicily,Syracuse,N/A
22219,CR22219,28/10/2011,gambling,P00916120,Cam0001831,On-going,CPA616799034,Campania,Naples,N/A
22220,CR22220,24/01/2013,extortion,P00187931,Ndr0002277,On-going,CLA803261157,Calabria,Crotone,CA792
22221,CR22221,17/08/2019,corruption of public officials,P00335118,Ndr0004896,On-going,CLA917402780,Calabria,Vibo Valentia,N/A
22222,CR22222,13/07/2020,loan sharking,P00480899,Sac0000674,Solved,PGA351126343,Puglia,Andria,N/A
22223,CR22223,15/03/2000,tax-fraud schemes,P00212116,Sac0000893,Solved,PGA231559830,Puglia,Bari,N/A
22224,CR22224,18/11/2005,prostitution,P00449743,Sac0000958,Solved,PGA521208807,Puglia,Bari,N/A
22225,CR22225,15/10/2014,gambling,P00490645,Cam0005649,On-going,CPA770326661,Campania,Salerno,N/A
22226,CR22226,18/10/2017,extortion,P00728497,Cam0001893,On-going,CPA500483805,Campania,Salerno,N/A
22227,CR22227,26/02/2019,labor racketeering,P00045132,Cos0004505,On-going,SCY601530622,Sicily,Vittoria,N/A
22228,CR22228,27/10/2017,prostitution,P00166656,Cam0002086,On-going,CPA380654587,Campania,Benevento,N/A
22229,CR22229,10/11/2014,labor racketeering,P00017504,Cam0003579,Solved,CPA339761866,Campania,Avellino,CA534
22230,CR22230,22/03/2009,infiltration of legitimate businesses,P00142102,Cos0000633,On-going,SCY664454890,Sicily,Gela,CA1620
22231,CR22231,20/02/2002,murder,P00512469,Sac0001435,Solved,PGA733548895,Puglia,Andria,N/A
22232,CR22232,21/06/2019,murder,P00339494,Cam0004281,Solved,CPA761281706,Campania,Avellino,N/A
22233,CR22233,17/04/2010,extortion,P00202289,Ndr0001148,On-going,CLA632399308,Calabria,Corigliano-Rossano,N/A
22234,CR22234,07/06/2006,infiltration of legitimate businesses,P00185731,Ndr0002800,Solved,CLA280124659,Calabria,Castrovillari,N/A
22235,CR22235,28/05/2019,murder,P00183870,Cos0003929,On-going,SCY185026108,Sicily,Vittoria,N/A
22236,CR22236,16/12/2020,labor racketeering,P00781335,Cam0002467,On-going,CPA823731029,Campania,Naples,N/A
22237,CR22237,05/11/2017,tax-fraud schemes,P00094800,Ndr0001738,Solved,CLA399443661,Calabria,Montalto Uffugo,N/A
22238,CR22238,30/04/2015,drug trafficking,P00202920,Ndr0004375,On-going,CLA859107525,Calabria,Lamezia Terme,N/A
22239,CR22239,24/06/2004,murder,P00824440,Cam0003366,Solved,CPA525869303,Campania,Avellino,N/A
22240,CR22240,04/05/2001,extortion,P00132890,Cam0004883,Solved,CPA758466979,Campania,Naples,N/A
22241,CR22241,04/06/2013,labor racketeering,P00633282,Cos0002313,On-going,SCY615219198,Sicily,Palermo,N/A
22242,CR22242,08/06/2013,labor racketeering,P00268817,Cam0005582,On-going,CPA507608186,Campania,Benevento,N/A
22243,CR22243,11/09/2021,murder,P00326430,Cam0000888,Solved,CPA460807263,Campania,Caserta,N/A
22244,CR22244,28/07/2016,drug trafficking,P00339226,Cam0002467,On-going,CPA8886593,Campania,Naples,N/A
22245,CR22245,11/11/2000,murder,P00189611,Cam0000326,Solved,CPA195912814,Campania,Naples,N/A
22246,CR22246,10/06/2009,drug trafficking,P00170853,Ndr0003152,On-going,CLA66633947,Calabria,Vibo Valentia,N/A
22247,CR22247,07/11/2008,prostitution,P00481358,Sac0000460,On-going,PGA930903784,Puglia,Foggia,N/A
22248,CR22248,30/10/2015,gambling,P00668389,Cos0002530,Solved,SCY157838187,Sicily,Vittoria,N/A
22249,CR22249,27/08/2020,murder,P00049546,Cos0002510,On-going,SCY173201153,Sicily,Syracuse,N/A
22250,CR22250,15/01/2017,drug trafficking,P00282523,Cam0000716,On-going,CPA511994620,Campania,Caserta,N/A
22251,CR22251,18/01/2015,infiltration of legitimate businesses,P00207768,Cam0004764,On-going,CPA717266011,Campania,Benevento,N/A
22252,CR22252,29/12/2017,tax-fraud schemes,P00932256,Sac0000985,On-going,PGA482614284,Puglia,Taranto,N/A
22253,CR22253,31/10/2018,prostitution,P00988463,Cam0005513,Solved,CPA644891786,Campania,Naples,N/A
22254,CR22254,17/05/2006,corruption of public officials,P00086659,Cos0000273,On-going,SCY820141310,Sicily,Vittoria,N/A
22255,CR22255,21/07/2014,tax-fraud schemes,P00163884,Cos0002154,Solved,SCY311801529,Sicily,Syracuse,CA10
22256,CR22256,08/07/2013,extortion,P00237157,Cam0003154,Solved,CPA101042743,Campania,Salerno,N/A
22257,CR22257,05/08/2008,corruption of public officials,P00230921,Cos0000744,Solved,SCY389146507,Sicily,Marsala,N/A
22258,CR22258,31/03/2014,prostitution,P00749936,Cos0004554,On-going,SCY249342816,Sicily,Vittoria,N/A
22259,CR22259,06/07/2007,corruption of public officials,P00676710,Sac0000963,On-going,PGA974243646,Puglia,Andria,N/A
22260,CR22260,07/07/2012,extortion,P00052227,Cos0002264,Solved,SCY966886547,Sicily,Caltanissetta,N/A
22261,CR22261,13/11/2014,infiltration of legitimate businesses,P00829266,Ndr0000921,On-going,CLA866246654,Calabria,Lamezia Terme,N/A
22262,CR22262,05/04/2003,prostitution,P00214169,Cos0002307,Solved,SCY920067638,Sicily,Catania,CA1510
22263,CR22263,27/11/2004,corruption of public officials,P00737736,Cam0003703,On-going,CPA671505241,Campania,Caserta,N/A
22264,CR22264,09/08/2000,loan sharking,P00302787,Cos0001571,Solved,SCY21321634,Sicily,Caltanissetta,N/A
22265,CR22265,22/06/2008,loan sharking,P00590826,Sac0001669,Solved,PGA884541505,Puglia,Lecce,CA106
22266,CR22266,14/10/2007,murder,P00968244,Sac0001279,On-going,PGA790795957,Puglia,Andria,CA1583
22267,CR22267,02/08/2000,labor racketeering,P00221151,Cam0003455,Solved,CPA819080035,Campania,Naples,N/A
22268,CR22268,27/08/2021,prostitution,P00219468,Ndr0004386,Solved,CLA608839773,Calabria,Corigliano-Rossano,N/A
22269,CR22269,12/06/2013,corruption of public officials,P00385709,Ndr0001957,Solved,CLA351818764,Calabria,Montalto Uffugo,N/A
