,Crime ID,Date,Crime Type,Suspect ID,Status,Lead Officer ID,Region,City,Case ID
17592,17592,2005-10-01,murder,Sac0001099,Solved,PGA775580894,Puglia,Andria,6
17593,17593,2009-01-29,murder,Cam0004577,On-going,CPA399265617,Campania,Benevento,N/A
17594,17594,2009-06-06,labor racketeering,Sac0000780,On-going,PGA662006877,Puglia,Taranto,N/A
17595,17595,2013-04-17,prostitution,Ndr0003958,On-going,CLA217487998,Calabria,Cosenza,N/A
17596,17596,2020-02-07,corruption of public officials,Sac0000722,Solved,PGA602975330,Puglia,Lecce,N/A
17597,17597,2006-03-15,loan sharking,Cam0005443,On-going,CPA659708198,Campania,Benevento,N/A
17598,17598,2005-12-04,corruption of public officials,Cos0002508,On-going,SCY554427466,Sicily,Syracuse,N/A
17599,17599,2011-10-24,tax-fraud schemes,Ndr0000909,Solved,CLA887074178,Calabria,Corigliano-Rossano,N/A
17600,17600,2006-03-25,murder,Cos0001656,Solved,SCY959812311,Sicily,Caltanissetta,N/A
17601,17601,2016-06-12,gambling,Sac0001500,On-going,PGA224697120,Puglia,Lecce,N/A
17602,17602,2012-05-14,extortion,Sac0001005,On-going,PGA229894380,Puglia,Taranto,N/A
17603,17603,2007-08-22,corruption of public officials,Cam0001422,On-going,CPA18767115,Campania,Benevento,N/A
17604,17604,2003-01-14,tax-fraud schemes,Ndr0005062,On-going,CLA595750966,Calabria,Catanzaro,N/A
17605,17605,2017-10-23,tax-fraud schemes,Ndr0004452,On-going,CLA819133179,Calabria,Montalto Uffugo,N/A
17606,17606,2009-07-05,tax-fraud schemes,Sac0000945,On-going,PGA90504833,Puglia,Lecce,N/A
17607,17607,2016-12-10,gambling,Cos0002513,Solved,SCY362241543,Sicily,Caltanissetta,N/A
17608,17608,2001-11-23,drug trafficking,Cos0002123,Solved,SCY33036927,Sicily,Ragusa,N/A
17609,17609,2020-04-26,drug trafficking,Sac0000802,On-going,PGA886395211,Puglia,Bari,N/A
17610,17610,2012-01-10,drug trafficking,Ndr0002628,On-going,CLA468923391,Calabria,Lamezia Terme,N/A
17611,17611,2005-01-23,extortion,Sac0001118,Solved,PGA608693638,Puglia,Bari,N/A
17612,17612,2022-03-07,drug trafficking,Cam0002338,Solved,CPA20615223,Campania,Benevento,N/A
17613,17613,2017-10-21,murder,Cam0005393,On-going,CPA701198292,Campania,Benevento,N/A
17614,17614,2005-06-15,extortion,Ndr0004762,Solved,CLA212153822,Calabria,Acri,N/A
17615,17615,2005-07-28,loan sharking,Sac0000650,Solved,PGA529937940,Puglia,Andria,N/A
17616,17616,2011-04-04,infiltration of legitimate businesses,Cam0002457,Solved,CPA191487367,Campania,Salerno,N/A
17617,17617,2019-11-27,murder,Cos0004003,Solved,SCY317935514,Sicily,Marsala,N/A
17618,17618,2016-08-19,prostitution,Cos0002114,On-going,SCY995862222,Sicily,Catania,N/A
17619,17619,2021-06-17,tax-fraud schemes,Cos0000569,On-going,SCY586894004,Sicily,Trapani,N/A
17620,17620,2015-06-17,murder,Cam0004345,On-going,CPA760272466,Campania,Caserta,N/A
17621,17621,2020-12-31,drug trafficking,Cam0005321,Solved,CPA301727463,Campania,Caserta,N/A
17622,17622,2018-05-10,loan sharking,Cam0001616,Solved,CPA484013876,Campania,Caserta,N/A
17623,17623,2008-11-04,prostitution,Cos0004634,Solved,SCY979283212,Sicily,Catania,N/A
17624,17624,2016-04-14,gambling,Ndr0003081,On-going,CLA612411670,Calabria,Castrovillari,N/A
17625,17625,2018-01-15,tax-fraud schemes,Ndr0001956,Solved,CLA269674836,Calabria,Castrovillari,N/A
17626,17626,2006-06-04,murder,Ndr0001220,Solved,CLA425603688,Calabria,Corigliano-Rossano,N/A
17627,17627,2021-08-13,drug trafficking,Sac0001475,On-going,PGA4352217,Puglia,Andria,N/A
17628,17628,2020-10-19,infiltration of legitimate businesses,Sac0000627,On-going,PGA256910983,Puglia,Bari,N/A
17629,17629,2012-12-23,prostitution,Sac0000128,Solved,PGA145353909,Puglia,Bari,N/A
17630,17630,2003-10-17,murder,Cam0004893,Solved,CPA367199941,Campania,Caserta,N/A
17631,17631,2012-03-07,loan sharking,Ndr0004166,Solved,CLA929005758,Calabria,Crotone,N/A
17632,17632,2021-12-15,extortion,Ndr0003478,On-going,CLA196563656,Calabria,Montalto Uffugo,N/A
17633,17633,2008-07-30,infiltration of legitimate businesses,Cos0001593,On-going,SCY146923701,Sicily,Palermo,N/A
17634,17634,2014-12-05,gambling,Cos0002097,On-going,SCY445209469,Sicily,Ragusa,N/A
17635,17635,2007-06-16,extortion,Cam0005008,Solved,CPA225166439,Campania,Benevento,N/A
17636,17636,2009-07-05,extortion,Sac0000717,On-going,PGA230063451,Puglia,Bari,N/A
17637,17637,2006-12-28,infiltration of legitimate businesses,Sac0000145,On-going,PGA875430071,Puglia,Lecce,N/A
17638,17638,2007-06-13,murder,Ndr0001824,On-going,CLA367465699,Calabria,Castrovillari,N/A
17639,17639,2020-10-31,extortion,Ndr0000625,Solved,CLA333534696,Calabria,Montalto Uffugo,N/A
17640,17640,2006-01-22,loan sharking,Sac0001656,On-going,PGA493178375,Puglia,Lecce,N/A
17641,17641,2006-10-25,loan sharking,Sac0001736,On-going,PGA974595355,Puglia,Andria,N/A
17642,17642,2016-11-04,murder,Ndr0002837,Solved,CLA732230540,Calabria,Lamezia Terme,N/A
17643,17643,2010-12-09,prostitution,Cam0000806,On-going,CPA155559834,Campania,Caserta,N/A
17644,17644,2012-10-08,murder,Ndr0001889,On-going,CLA938223188,Calabria,Cosenza,23
17645,17645,2019-10-08,prostitution,Cos0002167,On-going,SCY538090413,Sicily,Trapani,N/A
17646,17646,2001-02-04,gambling,Ndr0000609,On-going,CLA546536302,Calabria,Reggio Calabria,N/A
17647,17647,2001-12-28,murder,Sac0001635,Solved,PGA801366792,Puglia,Taranto,N/A
17648,17648,2018-05-14,murder,Ndr0003693,On-going,CLA341029352,Calabria,Rende,N/A
17649,17649,2010-09-30,gambling,Sac0001488,On-going,PGA910466030,Puglia,Taranto,N/A
17650,17650,2016-01-20,corruption of public officials,Cos0003882,On-going,SCY161519325,Sicily,Palermo,N/A
17651,17651,2008-06-27,prostitution,Cam0002832,Solved,CPA442277529,Campania,Caserta,N/A
17652,17652,2009-11-03,loan sharking,Sac0000947,Solved,PGA371607472,Puglia,Bari,N/A
17653,17653,2004-12-25,tax-fraud schemes,Cam0004355,On-going,CPA748931461,Campania,Avellino,N/A
17654,17654,2017-09-09,tax-fraud schemes,Ndr0001109,On-going,CLA787734102,Calabria,Vibo Valentia,N/A
17655,17655,2016-08-17,drug trafficking,Cam0001736,Solved,CPA133960580,Campania,Salerno,N/A
17656,17656,2016-12-10,infiltration of legitimate businesses,Cos0004374,On-going,SCY784636989,Sicily,Gela,N/A
17657,17657,2014-05-13,corruption of public officials,Ndr0003597,On-going,CLA983385727,Calabria,Catanzaro,N/A
17658,17658,2019-02-09,murder,Cam0003490,On-going,CPA480740417,Campania,Salerno,N/A
17659,17659,2007-11-26,gambling,Cos0004017,Solved,SCY37041756,Sicily,Gela,N/A
17660,17660,2008-03-22,gambling,Sac0001402,Solved,PGA329977310,Puglia,Bari,N/A
17661,17661,2011-05-08,loan sharking,Cam0005506,Solved,CPA999924982,Campania,Salerno,N/A
17662,17662,2019-02-14,prostitution,Sac0001297,On-going,PGA312309167,Puglia,Taranto,N/A
17663,17663,2007-10-02,tax-fraud schemes,Ndr0004756,Solved,CLA706886731,Calabria,Cosenza,N/A
17664,17664,2003-07-07,tax-fraud schemes,Cam0002450,On-going,CPA303652781,Campania,Benevento,N/A
17665,17665,2000-02-25,extortion,Ndr0000535,On-going,CLA675289461,Calabria,Corigliano-Rossano,N/A
17666,17666,2003-05-14,drug trafficking,Cam0002626,Solved,CPA368976559,Campania,Salerno,N/A
17667,17667,2017-04-09,tax-fraud schemes,Ndr0001471,Solved,CLA157367280,Calabria,Crotone,N/A
17668,17668,2014-09-12,tax-fraud schemes,Cam0002367,On-going,CPA174861733,Campania,Caserta,N/A
17669,17669,2013-03-19,murder,Sac0000876,On-going,PGA305549465,Puglia,Foggia,N/A
17670,17670,2003-12-21,corruption of public officials,Cos0000539,On-going,SCY492604303,Sicily,Palermo,N/A
17671,17671,2011-07-31,infiltration of legitimate businesses,Sac0000971,Solved,PGA117825845,Puglia,Foggia,N/A
17672,17672,2006-06-23,murder,Cos0002099,Solved,SCY544598913,Sicily,Vittoria,N/A
17673,17673,2014-10-08,extortion,Cam0000822,Solved,CPA230515059,Campania,Naples,N/A
17674,17674,2004-07-02,corruption of public officials,Cam0000860,On-going,CPA31620333,Campania,Caserta,N/A
17675,17675,2002-04-16,corruption of public officials,Ndr0003620,Solved,CLA356224270,Calabria,Corigliano-Rossano,N/A
17676,17676,2017-04-28,murder,Sac0000764,Solved,PGA547327761,Puglia,Lecce,N/A
17677,17677,2003-03-29,corruption of public officials,Sac0000251,On-going,PGA568734534,Puglia,Bari,N/A
17678,17678,2009-11-03,drug trafficking,Sac0000150,Solved,PGA874787735,Puglia,Bari,N/A
17679,17679,2009-03-31,labor racketeering,Ndr0003171,Solved,CLA372833075,Calabria,Acri,N/A
17680,17680,2008-11-09,gambling,Ndr0001628,Solved,CLA873788463,Calabria,Catanzaro,N/A
17681,17681,2011-01-09,extortion,Cam0002098,Solved,CPA821205967,Campania,Naples,N/A
17682,17682,2021-04-15,drug trafficking,Sac0001050,On-going,PGA132361558,Puglia,Foggia,N/A
17683,17683,2005-03-28,loan sharking,Cam0005531,Solved,CPA447926475,Campania,Salerno,N/A
17684,17684,2009-08-31,gambling,Ndr0002251,On-going,CLA952658398,Calabria,Vibo Valentia,N/A
17685,17685,2020-09-15,prostitution,Sac0000981,Solved,PGA797800016,Puglia,Andria,N/A
17686,17686,2004-03-29,infiltration of legitimate businesses,Cam0003326,On-going,CPA797150458,Campania,Benevento,N/A
17687,17687,2007-05-30,corruption of public officials,Cos0001185,On-going,SCY846110334,Sicily,Caltanissetta,N/A
17688,17688,2012-01-08,corruption of public officials,Sac0001651,Solved,PGA510603377,Puglia,Bari,N/A
17689,17689,2021-11-04,labor racketeering,Sac0000373,On-going,PGA186916420,Puglia,Bari,34
17690,17690,2012-07-09,murder,Sac0001734,Solved,PGA522787414,Puglia,Andria,N/A
17691,17691,2015-12-06,drug trafficking,Ndr0004020,Solved,CLA288632529,Calabria,Crotone,N/A
17692,17692,2009-11-24,labor racketeering,Cam0004215,Solved,CPA270292111,Campania,Avellino,28
17693,17693,2007-07-27,corruption of public officials,Cos0000311,On-going,SCY857897977,Sicily,Ragusa,N/A
17694,17694,2018-07-02,infiltration of legitimate businesses,Sac0000922,Solved,PGA475780341,Puglia,Foggia,N/A
17695,17695,2003-07-19,drug trafficking,Sac0001354,Solved,PGA212629888,Puglia,Bari,N/A
17696,17696,2011-02-04,corruption of public officials,Cam0004536,On-going,CPA576623342,Campania,Salerno,N/A
17697,17697,2001-07-17,labor racketeering,Cos0002532,Solved,SCY503960803,Sicily,Gela,N/A
17698,17698,2019-04-04,extortion,Ndr0004299,On-going,CLA336576965,Calabria,Crotone,N/A
17699,17699,2009-05-07,murder,Cos0000230,On-going,SCY464787096,Sicily,Caltanissetta,N/A
17700,17700,2000-04-14,gambling,Ndr0000568,On-going,CLA498003010,Calabria,Vibo Valentia,N/A
17701,17701,2003-06-06,infiltration of legitimate businesses,Cam0001234,On-going,CPA728375123,Campania,Naples,N/A
17702,17702,2001-08-27,labor racketeering,Cam0002445,On-going,CPA965107137,Campania,Salerno,N/A
17703,17703,2000-01-11,tax-fraud schemes,Sac0001686,On-going,PGA403520988,Puglia,Foggia,N/A
17704,17704,2016-05-28,labor racketeering,Cam0003282,On-going,CPA237958833,Campania,Caserta,N/A
17705,17705,2020-05-09,extortion,Cos0002196,On-going,SCY41802383,Sicily,Vittoria,N/A
17706,17706,2000-06-25,extortion,Cos0003040,Solved,SCY280045253,Sicily,Caltanissetta,N/A
17707,17707,2019-01-27,corruption of public officials,Cos0001555,On-going,SCY436562409,Sicily,Marsala,N/A
17708,17708,2001-02-07,infiltration of legitimate businesses,Cos0003263,On-going,SCY422106268,Sicily,Gela,N/A
17709,17709,2000-12-10,drug trafficking,Ndr0004466,On-going,CLA502032103,Calabria,Reggio Calabria,N/A
17710,17710,2004-10-03,extortion,Cam0003217,Solved,CPA195221609,Campania,Caserta,N/A
17711,17711,2016-04-14,tax-fraud schemes,Sac0000751,On-going,PGA128565049,Puglia,Andria,N/A
17712,17712,2014-04-05,tax-fraud schemes,Cam0002883,On-going,CPA525917927,Campania,Salerno,N/A
17713,17713,2009-08-24,tax-fraud schemes,Sac0000360,Solved,PGA463889417,Puglia,Andria,N/A
17714,17714,2003-10-02,extortion,Cam0000436,Solved,CPA936819099,Campania,Benevento,N/A
17715,17715,2012-10-27,labor racketeering,Ndr0002677,Solved,CLA62608334,Calabria,Castrovillari,29
17716,17716,2015-01-20,drug trafficking,Cam0005043,Solved,CPA317571663,Campania,Avellino,N/A
17717,17717,2012-02-09,labor racketeering,Ndr0005040,Solved,CLA134499059,Calabria,Reggio Calabria,N/A
17718,17718,2000-03-26,loan sharking,Sac0000222,On-going,PGA208954515,Puglia,Andria,N/A
17719,17719,2019-11-09,prostitution,Cam0003638,Solved,CPA634753640,Campania,Avellino,N/A
17720,17720,2006-04-07,corruption of public officials,Sac0000114,On-going,PGA832726043,Puglia,Lecce,N/A
17721,17721,2008-01-22,loan sharking,Cam0004394,Solved,CPA80921533,Campania,Benevento,42
17722,17722,2010-07-20,infiltration of legitimate businesses,Sac0000724,On-going,PGA740619618,Puglia,Foggia,N/A
17723,17723,2002-04-23,murder,Sac0000400,Solved,PGA608612547,Puglia,Taranto,N/A
17724,17724,2005-08-22,loan sharking,Cam0002865,On-going,CPA736128365,Campania,Benevento,N/A
17725,17725,2003-09-21,loan sharking,Cam0004649,On-going,CPA608693265,Campania,Benevento,N/A
17726,17726,2018-07-16,tax-fraud schemes,Ndr0003865,Solved,CLA486292457,Calabria,Catanzaro,N/A
17727,17727,2004-12-10,murder,Sac0000503,On-going,PGA133631869,Puglia,Lecce,N/A
17728,17728,2004-09-05,murder,Cam0005137,On-going,CPA923493036,Campania,Naples,N/A
17729,17729,2002-09-07,corruption of public officials,Ndr0004278,On-going,CLA152978175,Calabria,Reggio Calabria,N/A
17730,17730,2003-11-18,loan sharking,Cos0004223,On-going,SCY521246964,Sicily,Caltanissetta,N/A
17731,17731,2001-11-28,gambling,Cos0000709,On-going,SCY271841492,Sicily,Caltanissetta,N/A
17732,17732,2010-06-26,labor racketeering,Ndr0000836,Solved,CLA160136838,Calabria,Rende,N/A
17733,17733,2019-09-10,infiltration of legitimate businesses,Sac0000669,Solved,PGA29214057,Puglia,Foggia,N/A
17734,17734,2005-07-17,prostitution,Sac0001663,Solved,PGA347557361,Puglia,Foggia,N/A
17735,17735,2019-01-18,prostitution,Cos0001630,On-going,SCY337574329,Sicily,Vittoria,19
17736,17736,2004-06-26,labor racketeering,Ndr0002620,On-going,CLA269782901,Calabria,Corigliano-Rossano,N/A
17737,17737,2004-05-25,extortion,Cam0004517,On-going,CPA866620141,Campania,Caserta,N/A
17738,17738,2008-10-25,corruption of public officials,Sac0000826,On-going,PGA585895656,Puglia,Andria,N/A
17739,17739,2004-10-30,tax-fraud schemes,Sac0000823,On-going,PGA454339940,Puglia,Lecce,N/A
17740,17740,2014-10-11,labor racketeering,Cos0004659,Solved,SCY236976434,Sicily,Trapani,N/A
17741,17741,2008-07-27,drug trafficking,Ndr0003811,Solved,CLA747323080,Calabria,Montalto Uffugo,N/A
17742,17742,2000-06-19,prostitution,Ndr0002765,On-going,CLA670826976,Calabria,Cosenza,N/A
17743,17743,2005-01-04,loan sharking,Sac0000794,Solved,PGA893522188,Puglia,Foggia,N/A
17744,17744,2015-07-07,murder,Cos0000532,On-going,SCY694459226,Sicily,Messina,N/A
17745,17745,2003-12-29,drug trafficking,Ndr0000469,On-going,CLA446732513,Calabria,Montalto Uffugo,N/A
17746,17746,2016-11-14,drug trafficking,Ndr0004087,On-going,CLA708810883,Calabria,Reggio Calabria,N/A
17747,17747,2002-09-17,corruption of public officials,Ndr0003844,Solved,CLA104459601,Calabria,Vibo Valentia,N/A
17748,17748,2009-04-19,tax-fraud schemes,Cam0000750,Solved,CPA63995243,Campania,Avellino,N/A
17749,17749,2018-08-29,prostitution,Ndr0000824,Solved,CLA978523432,Calabria,Catanzaro,N/A
17750,17750,2020-04-24,prostitution,Sac0001590,On-going,PGA556981836,Puglia,Foggia,N/A
17751,17751,2013-05-28,prostitution,Sac0000896,Solved,PGA478194947,Puglia,Foggia,N/A
17752,17752,2009-10-03,labor racketeering,Cam0002147,Solved,CPA513675624,Campania,Naples,N/A
17753,17753,2013-08-09,loan sharking,Ndr0001627,Solved,CLA382928273,Calabria,Castrovillari,N/A
17754,17754,2002-06-10,prostitution,Sac0001210,Solved,PGA774879818,Puglia,Andria,N/A
17755,17755,2015-06-09,gambling,Ndr0001131,Solved,CLA66043281,Calabria,Acri,N/A
17756,17756,2014-04-16,corruption of public officials,Cam0002185,On-going,CPA537350144,Campania,Avellino,N/A
17757,17757,2017-11-02,extortion,Cam0004147,On-going,CPA375627041,Campania,Benevento,47
17758,17758,2011-01-27,prostitution,Ndr0004516,On-going,CLA324433493,Calabria,Lamezia Terme,N/A
17759,17759,2012-11-09,drug trafficking,Sac0001557,Solved,PGA526056435,Puglia,Andria,N/A
17760,17760,2017-05-01,drug trafficking,Cos0001945,Solved,SCY889003569,Sicily,Palermo,N/A
17761,17761,2017-12-02,loan sharking,Cos0004209,On-going,SCY17010036,Sicily,Catania,N/A
17762,17762,2017-09-04,gambling,Cos0002634,On-going,SCY152483703,Sicily,Caltanissetta,N/A
17763,17763,2006-01-06,labor racketeering,Sac0001188,Solved,PGA684881069,Puglia,Foggia,N/A
17764,17764,2008-12-01,loan sharking,Sac0001584,On-going,PGA458084814,Puglia,Foggia,N/A
17765,17765,2001-04-01,labor racketeering,Sac0001381,Solved,PGA563018815,Puglia,Lecce,N/A
17766,17766,2006-08-22,prostitution,Cos0003308,Solved,SCY613172545,Sicily,Ragusa,N/A
17767,17767,2015-06-27,gambling,Ndr0002630,Solved,CLA451827859,Calabria,Cosenza,N/A
17768,17768,2017-12-06,prostitution,Sac0001181,Solved,PGA676905880,Puglia,Foggia,N/A
17769,17769,2019-04-17,murder,Cam0002322,Solved,CPA965931160,Campania,Naples,10
17770,17770,2015-03-20,gambling,Ndr0001210,Solved,CLA572388375,Calabria,Cosenza,N/A
17771,17771,2009-08-26,gambling,Ndr0004516,On-going,CLA875246818,Calabria,Lamezia Terme,N/A
17772,17772,2015-10-09,prostitution,Cos0004216,Solved,SCY813046250,Sicily,Ragusa,N/A
17773,17773,2005-04-29,loan sharking,Cos0004092,Solved,SCY551682909,Sicily,Ragusa,N/A
17774,17774,2014-09-23,drug trafficking,Cam0002293,On-going,CPA13864442,Campania,Benevento,N/A
17775,17775,2002-04-14,drug trafficking,Cam0003189,Solved,CPA2521361,Campania,Avellino,N/A
17776,17776,2013-12-01,prostitution,Cam0003174,Solved,CPA419739515,Campania,Naples,N/A
17777,17777,2017-12-17,tax-fraud schemes,Cam0004792,On-going,CPA653116455,Campania,Caserta,N/A
17778,17778,2017-02-19,drug trafficking,Cam0003170,On-going,CPA802274564,Campania,Salerno,N/A
17779,17779,2019-04-12,extortion,Cos0004468,Solved,SCY77038586,Sicily,Palermo,N/A
17780,17780,2018-02-27,loan sharking,Cam0003682,Solved,CPA416275605,Campania,Benevento,N/A
17781,17781,2010-07-19,prostitution,Sac0001678,Solved,PGA895866871,Puglia,Lecce,N/A
17782,17782,2001-02-13,prostitution,Cos0002841,On-going,SCY72890353,Sicily,Marsala,N/A
17783,17783,2005-08-11,corruption of public officials,Cos0002425,Solved,SCY302162114,Sicily,Caltanissetta,N/A
17784,17784,2002-04-09,murder,Cam0004564,Solved,CPA964511456,Campania,Naples,N/A
17785,17785,2005-12-06,corruption of public officials,Cam0000832,Solved,CPA615145085,Campania,Benevento,N/A
17786,17786,2005-11-15,extortion,Sac0000860,On-going,PGA204446676,Puglia,Taranto,N/A
17787,17787,2003-01-31,drug trafficking,Cos0003857,On-going,SCY476191921,Sicily,Palermo,N/A
17788,17788,2005-03-24,murder,Sac0001631,On-going,PGA877317066,Puglia,Bari,N/A
17789,17789,2021-10-08,murder,Sac0001595,Solved,PGA331128626,Puglia,Andria,N/A
17790,17790,2000-11-09,gambling,Cam0003514,Solved,CPA38150484,Campania,Salerno,N/A
17791,17791,2019-06-28,corruption of public officials,Cam0004709,Solved,CPA115639703,Campania,Caserta,N/A
17792,17792,2020-09-19,loan sharking,Cos0000712,Solved,SCY913502752,Sicily,Marsala,N/A
17793,17793,2017-10-28,drug trafficking,Cos0000678,Solved,SCY299805243,Sicily,Ragusa,N/A
17794,17794,2014-03-10,labor racketeering,Cam0004372,Solved,CPA365996185,Campania,Benevento,N/A
17795,17795,2007-04-26,extortion,Sac0000382,Solved,PGA387577553,Puglia,Taranto,N/A
17796,17796,2020-12-07,corruption of public officials,Sac0000840,On-going,PGA267375313,Puglia,Bari,N/A
17797,17797,2002-11-07,drug trafficking,Sac0000368,Solved,PGA367915980,Puglia,Foggia,N/A
17798,17798,2018-07-24,drug trafficking,Cos0004522,On-going,SCY422175838,Sicily,Vittoria,N/A
17799,17799,2004-02-11,drug trafficking,Ndr0001359,Solved,CLA579694493,Calabria,Catanzaro,N/A
17800,17800,2004-11-07,infiltration of legitimate businesses,Cos0002070,Solved,SCY266938544,Sicily,Caltanissetta,N/A
17801,17801,2016-09-28,extortion,Cos0002092,Solved,SCY34605986,Sicily,Ragusa,N/A
17802,17802,2012-01-31,gambling,Sac0000639,Solved,PGA997866593,Puglia,Lecce,N/A
17803,17803,2003-12-10,tax-fraud schemes,Sac0000844,Solved,PGA218023870,Puglia,Lecce,N/A
17804,17804,2015-10-08,labor racketeering,Cam0004006,Solved,CPA906762451,Campania,Naples,15
17805,17805,2001-09-24,infiltration of legitimate businesses,Cos0003584,On-going,SCY504146717,Sicily,Messina,N/A
17806,17806,2006-01-21,infiltration of legitimate businesses,Cam0003276,On-going,CPA538485067,Campania,Naples,N/A
17807,17807,2002-04-22,infiltration of legitimate businesses,Sac0000932,On-going,PGA559001507,Puglia,Taranto,N/A
17808,17808,2005-03-24,murder,Cam0002456,On-going,CPA772629258,Campania,Salerno,N/A
17809,17809,2001-10-30,prostitution,Sac0001412,On-going,PGA570202227,Puglia,Andria,N/A
17810,17810,2015-02-16,tax-fraud schemes,Cam0002893,On-going,CPA883181716,Campania,Caserta,N/A
17811,17811,2010-12-03,loan sharking,Ndr0003994,Solved,CLA590504533,Calabria,Rende,N/A
17812,17812,2018-08-11,infiltration of legitimate businesses,Cam0002447,On-going,CPA135930100,Campania,Naples,N/A
17813,17813,2016-12-30,loan sharking,Cos0003668,On-going,SCY395450869,Sicily,Ragusa,29
17814,17814,2013-10-05,labor racketeering,Cam0005399,On-going,CPA712540046,Campania,Benevento,N/A
17815,17815,2018-01-21,murder,Ndr0003189,Solved,CLA221719091,Calabria,Reggio Calabria,N/A
17816,17816,2009-06-23,tax-fraud schemes,Cos0002669,Solved,SCY745477011,Sicily,Trapani,N/A
17817,17817,2006-02-28,loan sharking,Ndr0001159,Solved,CLA477744656,Calabria,Corigliano-Rossano,N/A
17818,17818,2011-04-30,infiltration of legitimate businesses,Cam0004644,Solved,CPA171009292,Campania,Naples,N/A
17819,17819,2000-01-22,loan sharking,Cam0005006,Solved,CPA663186729,Campania,Naples,47
17820,17820,2014-12-15,tax-fraud schemes,Cam0005447,Solved,CPA52107628,Campania,Caserta,N/A
17821,17821,2014-06-12,corruption of public officials,Cam0001381,Solved,CPA472081871,Campania,Benevento,N/A
17822,17822,2019-02-25,extortion,Ndr0004117,Solved,CLA175024232,Calabria,Lamezia Terme,N/A
17823,17823,2021-09-06,tax-fraud schemes,Cam0001548,Solved,CPA269127876,Campania,Avellino,N/A
17824,17824,2021-06-24,murder,Sac0000476,On-going,PGA773602933,Puglia,Taranto,N/A
17825,17825,2004-06-27,drug trafficking,Cos0000489,On-going,SCY424199210,Sicily,Syracuse,0
17826,17826,2010-10-30,labor racketeering,Ndr0004662,On-going,CLA348243542,Calabria,Catanzaro,N/A
17827,17827,2015-10-24,loan sharking,Cos0001913,Solved,SCY121231239,Sicily,Trapani,N/A
17828,17828,2016-06-30,prostitution,Ndr0001697,Solved,CLA858778566,Calabria,Corigliano-Rossano,N/A
17829,17829,2001-09-18,drug trafficking,Cam0005475,Solved,CPA459756697,Campania,Caserta,N/A
17830,17830,2016-08-28,loan sharking,Ndr0003376,Solved,CLA434605193,Calabria,Acri,N/A
17831,17831,2007-02-14,labor racketeering,Cos0003261,Solved,SCY41994664,Sicily,Gela,N/A
17832,17832,2006-09-28,corruption of public officials,Sac0000165,Solved,PGA648592334,Puglia,Lecce,0
17833,17833,2010-09-25,murder,Cos0002589,Solved,SCY937552357,Sicily,Caltanissetta,N/A
17834,17834,2008-10-21,extortion,Ndr0002363,Solved,CLA837794259,Calabria,Acri,N/A
17835,17835,2002-12-05,extortion,Cam0004869,On-going,CPA760328769,Campania,Caserta,N/A
17836,17836,2008-03-08,gambling,Cam0003803,Solved,CPA810470838,Campania,Benevento,N/A
17837,17837,2013-01-10,tax-fraud schemes,Cos0000209,Solved,SCY343000702,Sicily,Catania,N/A
17838,17838,2012-07-14,corruption of public officials,Ndr0004932,On-going,CLA932050011,Calabria,Lamezia Terme,N/A
17839,17839,2012-06-09,tax-fraud schemes,Sac0000814,Solved,PGA236622776,Puglia,Foggia,N/A
17840,17840,2008-10-10,corruption of public officials,Cam0003012,On-going,CPA681189364,Campania,Naples,N/A
17841,17841,2001-10-23,corruption of public officials,Cos0002421,Solved,SCY852983414,Sicily,Syracuse,N/A
17842,17842,2001-11-28,murder,Ndr0002725,On-going,CLA293811292,Calabria,Reggio Calabria,N/A
17843,17843,2002-06-25,drug trafficking,Sac0000943,On-going,PGA273866499,Puglia,Andria,N/A
17844,17844,2006-09-12,extortion,Sac0001277,Solved,PGA718601401,Puglia,Andria,N/A
17845,17845,2004-04-24,corruption of public officials,Cos0001899,On-going,SCY933210834,Sicily,Trapani,9
17846,17846,2014-12-15,gambling,Sac0001695,On-going,PGA49355825,Puglia,Andria,N/A
17847,17847,2005-05-28,labor racketeering,Ndr0004190,Solved,CLA418581936,Calabria,Rende,N/A
17848,17848,2009-10-30,tax-fraud schemes,Ndr0003463,On-going,CLA426884153,Calabria,Rende,N/A
17849,17849,2001-09-12,labor racketeering,Cos0001014,On-going,SCY514904094,Sicily,Ragusa,N/A
17850,17850,2020-10-30,labor racketeering,Cos0000953,On-going,SCY919081697,Sicily,Messina,N/A
17851,17851,2008-02-03,labor racketeering,Sac0001481,On-going,PGA498770793,Puglia,Taranto,N/A
17852,17852,2019-07-05,corruption of public officials,Cos0003835,Solved,SCY73057524,Sicily,Trapani,N/A
17853,17853,2011-09-01,extortion,Sac0000639,Solved,PGA354155114,Puglia,Lecce,N/A
17854,17854,2014-10-26,corruption of public officials,Sac0000581,On-going,PGA171801994,Puglia,Bari,N/A
17855,17855,2015-06-16,murder,Ndr0001761,On-going,CLA459740987,Calabria,Cosenza,N/A
17856,17856,2008-09-29,labor racketeering,Sac0001134,Solved,PGA628161129,Puglia,Andria,N/A
17857,17857,2015-05-25,murder,Cam0002905,On-going,CPA68301631,Campania,Avellino,N/A
17858,17858,2021-03-28,drug trafficking,Ndr0000428,Solved,CLA776191198,Calabria,Corigliano-Rossano,N/A
17859,17859,2010-07-13,extortion,Sac0000855,Solved,PGA596149859,Puglia,Lecce,N/A
